LABNR,C14AGE,C14STD,C13,MATERIAL,SITE,COUNTRY,FEATURE,FEATURE_DESC,PHASE,POTTERY,ASSOCIATION,REL,LAT,LONG,SOURCE
Lv-47,30000,0,0,,Basoko,COD,,,,,,,-4.35,15.2833,Dossin et al. 1962: 98; van Noten 1982
Lv-5947,220,50,0,,Ogrotoulou,CAF,,,,,,,,,Moga 2008
Lv-5948,2350,50,0,,Ogrotoulou,CAF,,,,,,,,,Moga 2008; Clist 2012
Lv-5949,2655,30,0,,Ogrotoulou,CAF,,,,,,,,,Moga 2008
Ly-10122,1805,35,0,Elaeis guineensis,Wantamo,CMR,,,,,,,4.7833,14.2667,Assombang/Delneuf/Mbida 2002
Ly-10123,1795,35,0,Elaeis guineensis,Wantamo,CMR,,,,,,,4.7833,14.2667,Assombang/Delneuf/Mbida 2002
Ly-10313,1325,70,0,,Welemaroua,CMR,,,,,,,4.472,13.505,Assombang/Delneuf/Mbida 2002
Ly-10315,755,50,0,,725,CMR,,,,,,,4.543,13.503,Assombang/Delneuf/Mbida 2002
Ly-10379,1720,35,0,,Oboui,CAF,,,,,,,6.05,15.33,Zangato/Holl 2010
Ly-10380,1935,35,0,,Oboui,CAF,,,,,,,6.05,15.33,Zangato/Holl 2010
Ly-10381,1760,35,0,,Oboui,CAF,,,,,,,6.05,15.33,Zangato/Holl 2010
Ly-10382,2025,35,0,,Oboui,CAF,,,,,,,6.05,15.33,Zangato/Holl 2010
Ly-10383,1685,35,0,,Oboui,CAF,,,,,,,6.05,15.33,Zangato/Holl 2010
Ly-10511,3350,80,,,Ouélé Maroua (Pk 37 900-38 4440),CMR,,,,,,,4.472,13.505,Delneuf 2001; Garcin et al. 2018
Ly-10512,1790,40,0,Charcoal,Welemaroua,CMR,,,,,,,4.472,13.505,Assombang/Delneuf/Mbida 2002
Ly-10513,2000,45,0,,Welemaroua,CMR,,,,,,,4.472,13.505,Assombang/Delneuf/Mbida 2002
Ly-12148,1580,40,,,Gobongo 1,CAR,,,,,,,4.4167,18.55,Ndanga 2008; Garcin et al. 2018
Ly-12149,1620,45,0,,Pendèrè-Senguè/Gobongo 1,CAF,,,,,,,4.42655,18.5529,Ndanga 2008
Ly-1604,2510,50,,,Fiye Nkwi,CMR,,,,,,0,5.1,10.1,Asombang 1998; Garcin et al. 2018
Ly-1605,2320,70,,,Okolo,CMR,,,,,,,3.933333,11.516667,Asombang 1998; Garcin et al. 2018
Ly-2002,500,130,0,Charcoal,Sou,CMR,,,,,,,12.2,14.7,de Maret 1985
Ly-2003,2310,150,0,Charcoal,Sou Blame Radjil,CMR,,,,,,,12.2,14.683333,de Maret 1985
Ly-2004,2280,170,0,Charcoal,Sou Blame Radjil,CMR,,,,,,,12.2,14.683333,de Maret 1985
Ly-2005,2530,120,0,,Sou Blame Radjil,CMR,,,,,,,12.2,14.683333,de Maret 1985
Ly-2280,2570,240,0,Charcoal,Sou Blame Radjil,CMR,,,,,,,12.2,14.683333,de Maret 1985
Ly-2281,2740,210,0,Charcoal,Sou Blame Radjil,CMR,,,,,,,12.2,14.683333,de Maret 1985
Ly-2282,3200,250,0,Charcoal,Sou Blame Radjil,CMR,,,,,,,12.2,14.683333,de Maret 1985
Ly-2283,2430,250,0,Charcoal,Sou Blame Radjil,CMR,,,,,,,12.2,14.683333,de Maret 1985
Ly-2284,3280,360,0,Charcoal,Sou Blame Radjil,CMR,,,,,,,12.2,14.683333,de Maret 1985
Ly-2377,360,200,0,Charcoal,Kandalo,RWA,,,,,,,-1.533333,30.65,de Maret 1985
Ly-2378,860,20,0,Charcoal,Kandalo,RWA,,,,,,,-1.533333,30.65,de Maret 1985
Ly-2379,1920,180,0,Charcoal,Kandalo,RWA,,,,,,,-1.533333,30.65,de Maret 1985
Ly-2380,4280,180,0,Charcoal,Kandalo,RWA,,,,,,,-1.533333,30.65,de Maret 1985
Ly-2382,1970,190,0,Charcoal,Muhororo,RWA,,,,,,,-1.5,30.616667,de Maret 1985
Ly-2383,2040,180,0,Charcoal,Mucucu,RWA,II,,,,,,-1.533333,30.566667,de Maret 1985
Ly-2384,2020,200,0,Charcoal,Mucucu,RWA,II,,,,,,-1.533333,30.566667,de Maret 1985
Ly-2385,1210,160,0,Charcoal,Mucucu,RWA,II,,,,,,-1.533333,30.566667,de Maret 1985
Ly-2387,2620,320,0,Charcoal,Mucucu,RWA,II,,,,,,-1.533333,30.566667,de Maret 1985
Ly-2449,1220,220,0,Charcoal,Mucucu,RWA,II,,,,,,-1.533333,30.566667,de Maret 1985
Ly-2450,350,200,0,Charcoal,Muhororo,RWA,,,,,,,-1.5,30.616667,de Maret 1985
Ly-2451,5650,290,0,Charcoal,Kandalo,RWA,,,,,,,-1.533333,30.65,de Maret 1985
Ly-3065,1390,230,0,Charcoal,Fundong,CMR,,,,,,,6.383333,10.283333,de Maret 1985
Ly-3066,430,140,0,Charcoal,Fundong,CMR,,,,,,,6.383333,10.283333,de Maret 1985
Ly-3067,1070,240,0,Charcoal,Fundong,CMR,,,,,,,6.383333,10.283333,de Maret 1985
Ly-3766,1730,30,,,Ndéba (Somié),CMR,,,,,,,6.2826,11.2638,de Saulieu et al. 2015; Garcin et al. 2018
Ly-3767,1670,30,,,Ndéba (Somié),CMR,,,,,,,6.2826,11.2638,de Saulieu et al. 2015; Garcin et al. 2018
Ly-3768,1790,30,,,Ndéba (Somié),CMR,,,,,,,6.2826,11.2638,de Saulieu et al. 2015; Garcin et al. 2018
Ly-3769,1700,30,,,Ndéba (Somié),CMR,,,,,,,6.2826,11.2638,de Saulieu et al. 2015; Garcin et al. 2018
Ly-3770,1740,30,,,Ndéba (Somié),CMR,,,,,,,6.2826,11.2638,de Saulieu et al. 2015; Garcin et al. 2018
Ly-3771,65,25,,,Ndéba (Somié),CMR,,,,,,,6.2826,11.2638,de Saulieu et al. 2015; Garcin et al. 2018
Ly-3772,1530,30,,,Ndéba (Somié),CMR,,,,,,,6.2826,11.2638,de Saulieu et al. 2015; Garcin et al. 2018
Ly-3773,1770,30,,,Ndéba (Somié),CMR,,,,,,,6.2826,11.2638,de Saulieu et al. 2015; Garcin et al. 2018
Ly-3774,1700,30,,,Ndéba (Somié),CMR,,,,,,,6.2826,11.2638,de Saulieu et al. 2015; Garcin et al. 2018
Ly-3775,1710,30,,,Ndéba (Somié),CMR,,,,,,,6.2826,11.2638,de Saulieu et al. 2015; Garcin et al. 2018
Ly-4025,110,100,0,,Pan Maguenda,CMR,,,,,,,4.916,11.033,Essomba 1988
Ly-4026,330,130,0,,Pan Maguenda,CMR,,,,,,,4.916,11.033,Essomba 1988
Ly-4027,290,120,0,,Pan Nsas,CMR,,,,,,,4.916,11.033,Essomba 1988
Ly-4028,200,120,0,,Pan Nsas,CMR,,,,,,,4.916,11.033,Essomba 1988
Ly-4877,2190,110,,,Oliga,CMR,,,,,,0,3.9044,11.5003,Clist 2014/05; Garcin et al. 2018
Ly-4976,2150,60,,,Oliga,CMR,,,,,,0,3.9044,11.5003,Essomba 1998; Garcin et al. 2018
Ly-4977,2190,110,,,Oliga,CMR,,,,,,0,3.9044,11.5003,Essomba 1998; Garcin et al. 2018
Ly-4978,2380,110,,,Oliga,CMR,,,,,,0,3.9044,11.5003,Essomba 1998; Garcin et al. 2018
Ly-5201,495,40,0,,Elig-Kono,CMR,,,,,,,4.15,11.45,Elouga 1998
Ly-5202,475,50,0,,Elig-Kono,CMR,,,,,,,4.15,11.45,Elouga 1998
Ly-5203,2370,65,0,,Avoh,CMR,,,,,,,4.273528,11.239167,Elouga 1998
Ly-5456,175,40,0,,Nguila,CMR,,,,,,,4.71667,11.68333,Elouga 1998
Ly-5457,245,45,0,,Nguila,CMR,,,,,,,4.71667,11.68333,Elouga 1998
Ly-5919,330,45,0,,Île de Ngara,,,,,,,,4.03,18.38,Moga 2008
Ly-5921,630,45,0,Elaeis guineensis,Sabélé,CAF,,Furnace,,,,,3.334174,16.188058,Lanfranchi/Ndanga/Zana 1996; Lupo et al. 2018: 14 Tab. 4
Ly-5922,715,35,0,Elaeis guineensis,Sabélé,CAF,,Furnace,,,,,3.334174,16.188058,Lanfranchi/Ndanga/Zana 1996; Lupo et al. 2018: 14 Tab. 4
Ly-70122,1810,35,,,Pk 2-4 225 Wantamo,CMR,,,,,,,5.0083,14.0239,Delneuf 2001; Garcin et al. 2018
Ly-70723,1800,35,,,Pk 2-4 225 Wantamo,CMR,,,,,,,5.0083,14.0239,Delneuf 2001; Garcin et al. 2018
Ly-9170,1725,35,0,,Mbirijom,CMR,2,Furnace,,,,,6.356946,11.339814,Delneuf et al. 2003
Ly-9171,2300,40,0,,Gba,CMR,,Pit,,,,,5.650273,11.459002,Delneuf et al. 2003
Ly-9331,2235,45,0,,Gba,CMR,,Pit,,,,,5.650273,11.459002,Delneuf et al. 2003
Ly-9332,150,30,0,,Ngweu,CMR,,Furnace,,,,,5.597071,11.35586,Delneuf et al. 2003
Ly-9347,1575,35,0,,Mbirijom,CMR,1,Furnace,,,,,6.356946,11.339814,Delneuf et al. 2003
Ly-9348,1470,30,0,,Mbirijom,CMR,1,Furnace,,,,,6.356946,11.339814,Delneuf et al. 2003
Ly-9349,1730,35,,,Mbirijom,CMR,2,,,,,,6.356946,11.339814,Delneuf et al. 2003; Garcin et al. 2018
Ly-9350,150,30,,,Ngweu,CMR,,,,,,,5.597071,11.35586,Delneuf et al. 2003; Garcin et al. 2018
Ly-957,2335,55,0,,Ngoume PK 36,CMR,,Pit,,,,0,5.4833,11.4,Delneuf et al. 2003
Ly-958,3730,55,0,,Kong,CMR,,Trench,,,,,5.69,12,Delneuf et al. 2003
MC-2377,6430,130,0,Shell (River/Ocean),Port a Bois,GAB,,,,,,0,,,Clist 2004/05
MC-2517,500,80,0,Charcoal,Mucucu,RWA,I,,,,,,-1.533333,30.566667,de Maret 1985
MC-2518,1951,80,0,Charcoal,Mucucu,RWA,I,,,,,,-1.533333,30.566667,de Maret 1985
MC-2519,2350,80,0,Charcoal,Mucucu,RWA,I,,,,,,-1.533333,30.566667,de Maret 1985
OBDY-1107,280,60,0,Charcoal,Lac Ossa,CMR,,,,,,,3.784036,10.014764,Wirrmann/Elouga 1992
OBDY-1111,3530,40,0,,Balimbe,CAF,,,,,,,,,Zangato/Holl 2010
OBDY-1112,4350,30,0,,Betume,CAF,,,,,,,,,Zangato/Holl 2010
OBDY-1443,700,50,0,Charcoal,Lac Ossa,CMR,,,,,,,3.784036,10.014764,Wirrmann/Elouga 1992
OBDY-1444,580,40,0,Charcoal,Lac Ossa,CMR,,,,,,,3.784036,10.014764,Wirrmann/Elouga 1992
OBDY-1446,440,60,0,Charcoal,Lac Ossa,CMR,,,,,,,3.784036,10.014764,Wirrmann/Elouga 1992
OBDY-1487,510,50,0,Charcoal,Safa CAM Site,CMR,,,,,,,3.7917,10.0194,Wirrmann/Elouga 1992
OBDY-1488,420,50,0,Charcoal,Safa CAM Site,CMR,,,,,,,3.7917,10.0194,Wirrmann/Elouga 1992
OBDY-1508,2980,40,0,,Balimbe,CAF,,,,,,,,,Zangato/Holl 2010
OBDY-1515,2630,40,0,,Gbabiri,CAF,,,,,,,,,Zangato/Holl 2010
OBDY-1671,2500,40,0,,Ngoume PK 35,CMR,,,,,,,5.48333,11.4,Delneuf et al. 2003
OBDY-1673,120,30,0,,Ndtam Moauée,CMR,,Surface,,,,,5.3667,11.2333,Delneuf et al. 2003
OBDY-1680,2420,40,0,,Ngoume PK 35,CMR,,,,,,,5.48333,11.4,Delneuf et al. 2003
OxA-1139,9050,100,,,Mbi Crater,CMR,,,,,,,6.050191,10.203466,Asomband 1998; Garcin et al. 2018
OxA-1362,7040,80,,,Shum Laka,CMR,,,,,,,5.858611,10.077778,Lavachery 2001; Garcin et al. 2018
OxA-19517,1610,26,"-23,09",Charcoal,Kabusanze,RWA,,Pit,,Urewe,,,,,Giblin et al. 2010
OxA-19518,1630,26,"-26,88",Charcoal,Kabusanze,RWA,,Burial,,Urewe,,,,,Giblin et al. 2010
OxA-19583,1694,37,"-24,16",Charcoal,Kabusanze,RWA,,Pit,,Urewe,,,,,Giblin et al. 2010
OxA-4538,3810,60,0,,Shum Laka,CMR,,,,,,,5.858611,10.077778,Lavachery/Cornelissen 2000
OxA-4539,6870,80,,,Shum Laka,CMR,,,,,,,5.858611,10.077778,Lavachery 2001; Garcin et al. 2018
OxA-5201,1310,65,0,,Shum Laka,CMR,,,,,,,5.858611,10.077778,Lavachery/Cornelissen 2000
OxA-5202,8540,90,,,Shum Laka,CMR,,,,,,,5.858611,10.077778,Lavachery 2001; Garcin et al. 2018
OxA-5203,7150,70,,,Shum Laka,CMR,,,,,,,5.858611,10.077778,Lavachery 2001; Garcin et al. 2018
OxA-5204,3300,90,0,,Shum Laka,CMR,,,,,,,5.858611,10.077778,Lavachery/Cornelissen 2000
OxA-5205,3045,60,0,,Shum Laka,CMR,,,,,,,5.858611,10.077778,Lavachery/Cornelissen 2000
OxA-5206,3025,60,0,,Shum Laka,CMR,,,,,,,5.858611,10.077778,Lavachery/Cornelissen 2000
OxA-5207,2940,60,0,,Shum Laka,CMR,,,,,,0,5.858611,10.077778,Zangato 2000
OxA-5636,9100,70,,,Shum Laka,CMR,,,,,,,5.858611,10.077778,Lavachery 2001; Garcin et al. 2018
OxA-7601,2370,35,0,,Lope 2,GAB,,Pit,,Yindo,,,-0.218056,11.5875,Assoko Ndong 2001
OxA-7602,1905,35,0,Charcoal,Lindili 1,GAB,,,,,,,-0.158056,11.5025,Assoko Ndong 2001; Clist 2004/05
OxA-7603,1980,35,,,Okanda 5,GAB,,,,,,,-0.1278,11.5889,Assoko Ndong 2001; Garcin et al. 2018
OxA-7604,2160,35,0,Charcoal,Okanda 6,GAB,,,,,,,-0.1175,11.568611,Clist 2004/05
OxA-7753,1830,35,0,Charcoal,Lindili 1,GAB,,,,,,,-0.158056,11.5025,Clist 2004/05
OxA-930,7790,80,,,Shum Laka,CMR,,,,,,,5.858611,10.077778,de Maret 1992; Garcin et al. 2018
OxTL-154a-4,1570,220,0,,Batalimo,CAF,,Trench,,,,,3.675942,18.455022,"de Bayle des Hermens 1975, 233; Eggert 1987"
OxTL-209a,1610,110,0,Pottery,Gombe-Point,COD,,Layer,,,Gombe,1,-4.300597,15.280791,"Cahen 1981: 131; Pincon 1991; Clist 2018: 235, 239 Tab. 18.2"
OxTL-209c,1600,100,0,Pottery,Gombe-Point,COD,,Layer,,,Gombe,1,-4.300597,15.280791,"Cahen 1981: 131; Pincon 1991; Clist 2018: 235, 239 Tab. 18.2"
OxTL-209d,1645,110,0,Pottery,Gombe-Point,COD,,Layer,,,Gombe,1,-4.300597,15.280791,"Cahen 1981: 131; Pincon 1991; Clist 2018: 235, 239 Tab. 18.2"
Pa-1446,2670,40,0,,Gbabiri,CAF,,,,,,,,,Zangato/Holl 2010
Pa-1451,2680,40,0,,Gbabiri,CAF,,,,,,,,,Zangato/Holl 2010
Pa-1538,2640,40,0,,Gbabiri,CAF,,Furnace,,,,,,,Zangato/Holl 2010
Pa-1946,1615,40,0,,Oboui,CAF,,,,,,,6.05,15.33,Zangato/Holl 2010
Pa-1947,1805,40,0,,Oboui,CAF,,,,,,,6.05,15.33,Zangato/Holl 2010
Pa-2084,3675,30,0,,Oboui,CAF,,,,,,,6.05,15.33,Zangato/Holl 2010
Pa-2085,2150,30,0,,Oboui,CAF,,,,,,,6.05,15.33,Clist 2012
Pa-2086,2160,30,0,,Oboui,CAF,,,,,,,6.05,15.33,Clist 2012
Pa-2087,2155,55,0,,Oboui,CAF,,,,,,,6.05,15.33,Clist 2012
Pa-2088,2190,40,0,,Oboui,CAF,,,,,,,6.05,15.33,Clist 2012
Pa-2089,1960,30,0,,Oboui,CAF,,,,,,,6.05,15.33,Zangato/Holl 2010
Pa-2090,2025,30,0,,Oboui,CAF,,,,,,,6.05,15.33,Zangato/Holl 2010
Pa-2095,3665,30,0,,Oboui,CAF,,,,,,,6.05,15.33,Zangato/Holl 2010
Pa-2130,3635,35,0,,Oboui,CAF,,,,,,,6.05,15.33,Zangato/Holl 2010
Pa-2195,2055,40,0,,Oboui,CAF,,,,,,,6.05,15.33,Zangato/Holl 2010
Pa-2196,3790,35,0,,Oboui,CAF,,,,,,,6.05,15.33,Zangato/Holl 2010
Pa-2202,3995,40,0,,Oboui,CAF,,,,,,,6.05,15.33,Zangato/Holl 2010
Pa-2203,3690,40,0,,Oboui,CAF,,,,,,,6.05,15.33,Zangato/Holl 2010
Pa-2223,3645,35,0,,Oboui,CAF,,,,,,,6.05,15.33,Zangato/Holl 2010
Pa-3835,3835,30,0,,Gbatoro,CAF,,,,,,,,,Zangato/Holl 2010
Poz-33006,1060,30,0,Charcoal,Lukula,COD,,Layer,,,,0,-5.435267,12.961583,"Hubau/Van den Bulcke et al. 2014; Clist 2018: 239 Tab. 18.2, 239 Tab. 18.3"
Poz-33051,1750,30,,,CZI,DRC,,,,,,0,-5.9638,13.27,Hubau et al. 2013; Garcin et al. 2018
Poz-33052,1800,30,,,CZI,DRC,,,,,,0,-5.9638,13.27,Hubau et al. 2013; Garcin et al. 2018
Poz-33054,555,30,,,CZ2,DRC,,,,,,0,-5.956,13.2681,Hubau et al. 2013; Garcin et al. 2018
Poz-33055,2055,30,0,Charcoal,UH48,DRC,,Layer,,,,0,-5.992,13.19,"Hubau et al. 2013; Garcin et al. 2018; Clist 2018: 239 Tab. 18.2, Tab. 18.3"
Poz-33058,1890,40,,,KS8,DRC,,,,,,0,-4.75,13.0089,Hubau et al. 2013; Garcin et al. 2018
Poz-33059,1820,30,,,KS9,DRC,,,,,,0,-4.7625,13.0069,Hubau et al. 2013; Garcin et al. 2018
Poz-33060,6950,50,,,KS9,DRC,,,,,,0,-4.76245,13.0069,Hubau et al. 2013; Garcin et al. 2018
Poz-38696,335,35,0,,Djaka River,COG,,,,,,0,1.6575,16.43556,Morin-Rivat 2014
Poz-38697,315,30,0,,Ebaleki River,COG,,,,,,0,3.138081,17.503237,Morin-Rivat 2014
Poz-38699,335,30,,,Kovifem,CMR,,,,,,,6.1712,10.4642,Oslisly et al. 2015; Garcin et al. 2018
Poz-38700,1590,30,0,,Mambili River,COG,,,,,,0,0.35156,15.43854,Morin-Rivat 2014
Poz-38701,2260,30,0,,Ndama,CMR,,,,,,0,3.64069,14.46439,Morin-Rivat 2014
Poz-38702,1765,30,0,Elaeis guineensis,Ngombe,COG,,,,,,0,1.43333,16.15444,Morin-Rivat 2014
Poz-38703,675,30,0,,Ngombe,COG,,,,,,0,1.43333,16.15444,Morin-Rivat 2014
Poz-39109,2150,35,,,UH48,DRC,,,,,,0,-5.992,13.19,Hubau et al. 2013; Garcin et al. 2018
Poz-39110,2200,30,,,UH48,DRC,,,,,,0,-5.992,13.19,Hubau et al. 2013; Garcin et al. 2018
Poz-39111,1930,30,,,KS9,DRC,,,,,,0,-4.7625,13.0069,Hubau et al. 2013; Garcin et al. 2018
Poz-39112,265,30,,,KS9,DRC,,,,,,0,-4.7625,13.0069,Hubau et al. 2013; Garcin et al. 2018
Poz-39113,1860,35,,,KS9,DRC,,,,,,0,-4.7625,13.0069,Hubau et al. 2013; Garcin et al. 2018
Poz-39115,1685,30,0,,Yandjambi II,COD,MBI/10/II,Layer,,Early Phase (cf. Bomane Yangwa)/Middle Phase (cf. Ilambi Moke),,1,0.72538,24.21833,Livingstone-Smith et al. 2017: 4 Tab. 1
Poz-39116,1990,30,0,,Ilambi Moke,COD,MOK/10/II,Layer,,Early Phase (cf. Bomane Yangwa)/Middle Phase (cf. Ilambi Moke),,1,0.64945,24.23044,Livingstone-Smith et al. 2017: 4 Tab. 1
Poz-39117,2085,35,0,,Ilambi Moke,COD,MOK/10/II,Layer,,Early Phase (cf. Bomane Yangwa),,1,0.64945,24.23044,Livingstone-Smith et al. 2017: 4 Tab. 1
Poz-39121,1880,30,0,,Bomane-Yangwa,COD,YNG/10/II,Pit,,Middle Phase (cf. Ilambi Moke),,1,1.3028,23.81738,Livingstone-Smith et al. 2017: 4 Tab. 1
Poz-39122,2110,35,0,,Bomane-Yangwa,COD,YNG/10/II,Pit,,Early Phase (cf. Bomane Yangwa),,,1.3028,23.81738,Livingstone-Smith et al. 2017: 4 Tab. 1
Poz-41770,1580,30,0,Elaeis guineensis,Liouesso,COG,,,,,,0,1.05278,15.69167,Morin-Rivat 2014
Poz-41771,2090,30,0,Elaeis guineensis,Pikounda 1,,,,,,,0,0.549344,16.635736,Morin-Rivat 2014
Poz-41772,520,30,0,Elaeis guineensis,Pikounda 2,,,,,,,0,0.549344,16.635736,Morin-Rivat 2014
Poz-41773,1870,30,0,,Mbol,CMR,,,,,,0,3.5,14.98333,Morin-Rivat 2014
Poz-41774,110,25,0,,Bali River 1,CMR,,,,,,0,5.76667,14.21667,Morin-Rivat 2014
Poz-41775,590,30,0,,Bali River 2,CMR,,,,,,0,5.76667,14.21667,Morin-Rivat 2014
Poz-41777,90,25,,,PS3,CMR,,,,,,,2.06,15.48,Bremond et al. 2017; Garcin et al. 2018
Poz-41778,1510,30,0,Gilbertiodendron d.,Boulou River,CMR,,,,,,0,1.91667,15.78333,Morin-Rivat 2014
Poz-41780,1200,30,0,Elaeis guineensis,Komo River,COG,,,,,,0,1.45,17.06667,Morin-Rivat 2014
Poz-41781,290,30,0,Elaeis guineensis,Landjoué,COG,,,,,,0,0.76502,15.361629,Morin-Rivat 2014
Poz-41782,2130,30,0,Elaeis guineensis,Landjoué,COG,,,,,,0,0.76502,15.361629,Morin-Rivat 2014
Poz-41784,140,25,0,,Lopola,COG,,,,,,0,3.04333,17.30417,Morin-Rivat 2014
Poz-41787,15,20,0,Elaeis guineensis,Loundoungou,COG,,,,,,0,2.635745,17.182592,Morin-Rivat 2014
Poz-41788,1760,40,0,,Loundoungou,COG,,,,,,0,2.635745,17.182592,Morin-Rivat 2014
Poz-41789,4610,35,0,,Potoli River,COG,,,,,,0,3.394359,16.652904,Morin-Rivat 2014
Poz-41790,1640,30,0,Elaeis guineensis,Ndama,CMR,,,,,,0,3.64069,14.46439,Morin-Rivat 2014
Poz-41791,495,30,0,,Yengo,,,,,,,,0.40898,15.41275,Oslisly et al 2013
Poz-41926,1560,30,0,,Kaolo 2,,,,,,,,3.45,15.95,Oslisly et al 2013
Poz-41930,1670,30,0,,Tanga 2,,,,,,,,3.516667,16.05,Oslisly et al 2013
Poz-42823,575,25,,,Kovifem,CMR,,,,,,,6.1712,10.4642,Oslisly et al 2015; Garcin et al. 2018
Poz-42826,145,25,,,Oku,CMR,,,,,,,6.1453,10.3012,Oslisly et al 2015; Garcin et al. 2018
Poz-42827,375,25,,,Oku,CMR,,,,,,,6.1453,10.3012,Oslisly et al 2015; Garcin et al. 2018
Poz-45692,145,30,0,,Ngoko Island,,,,,,,,1.945578,15.59679,Oslisly et al 2013
Poz-45693,1845,30,0,,Bolo Bai,,,,,,,,2.166667,15.716667,Oslisly et al 2013
Poz-45694,1160,30,0,,Bolo Bai,,,,,,,,2.166667,15.716667,Oslisly et al 2013
Poz-49301,1950,35,,,PS12,CMR,,,,,,,3.2481,15.3928,Bremond et al. 2017; Garcin et al. 2018
Poz-49302,1800,30,,,PS12,CMR,,,,,,,3.2481,15.3928,Bremond et al. 2017; Garcin et al. 2018
Poz-49314,205,35,,,Area 1,CMR,,,,,,0,3.375,14.025,Vleminckx et al. 2014; Garcin et al. 2018
Poz-49315,1550,30,,,Area 1,CMR,,,,,,0,3.375,14.025,Vleminckx et al. 2014; Garcin et al. 2018
Poz-49316,210,30,,,Area 1,CMR,,,,,,0,3.375,14.025,Vleminckx et al. 2014; Garcin et al. 2018
Poz-49318,1650,35,,,Area 1,CMR,,,,,,0,3.375,14.025,Vleminckx et al. 2014; Garcin et al. 2018
Poz-49320,1600,35,,,Area 1,CMR,,,,,,0,3.375,14.025,Vleminckx et al. 2014; Garcin et al. 2018
Poz-49321,1650,30,,,Area 1,CMR,,,,,,0,3.375,14.025,Vleminckx et al. 2014; Garcin et al. 2018
Poz-49322,1800,35,,,Area 1,CMR,,,,,,0,3.375,14.025,Vleminckx et al. 2014; Garcin et al. 2018
Poz-49323,260,30,,,"Site 1 or Area 3, T3",CMR,,,,,,0,2.4615,10.66,Vleminckx et al. 2014; Garcin et al. 2018
Poz-49324,1800,30,,,"Site 1 or Area 3, T3",CMR,,,,,,0,2.4615,10.66,Vleminckx et al. 2014; Garcin et al. 2018
Poz-49325,9400,50,,,"Site 2 or Area 2, T6",CMR,,,,,,0,3.467,14.3105,Vleminckx et al. 2014; Garcin et al. 2018
Poz-49327,2150,30,,,"Site 1 or Area 3, T3",CMR,,,,,,0,2.4615,10.66,Vleminckx et al. 2014; Garcin et al. 2018
Poz-49328,2000,30,,,"Site 1 or Area 3, T3",CMR,,,,,,0,2.4615,10.66,Vleminckx et al. 2014; Garcin et al. 2018
Poz-49329,2100,30,,,"Site 1 or Area 3, T3",CMR,,,,,,0,2.4615,10.66,Vleminckx et al. 2014; Garcin et al. 2018
Poz-49330,145,30,,,"Site 1 or Area 3, T1",CMR,,,,,,0,2.294,10.4255,Vleminckx et al. 2014; Garcin et al. 2018
Poz-49331,1750,35,,,"Site 1 or Area 3, T2",CMR,,,,,,0,2.4415,10.5805,Vleminckx et al. 2014; Garcin et al. 2018
Poz-49333,1800,30,,,"Site 1 or Area 3, T3",CMR,,,,,,0,2.4615,10.66,Vleminckx et al. 2014; Garcin et al. 2018
Poz-49334,150,25,,,"Site 1 or Area 3, T2",CMR,,,,,,0,2.4415,10.5805,Vleminckx et al. 2014; Garcin et al. 2018
Poz-49335,1550,30,,,"Site 1 or Area 3, T1",CMR,,,,,,0,2.294,10.4255,Vleminckx et al. 2014; Garcin et al. 2018
Poz-49337,1850,35,,,"Site 2 or Area 2, T4",CMR,,,,,,0,4.013,14.18,Vleminckx et al. 2014; Garcin et al. 2018
Poz-49338,2200,30,,,"Site 2 or Area 2, T4",CMR,,,,,,0,4.013,14.18,Vleminckx et al. 2014; Garcin et al. 2018
Poz-49339,1900,30,,,"Site 2 or Area 2, T5",CMR,,,,,,0,3.8525,14.22,Vleminckx et al. 2014; Garcin et al. 2018
Poz-49340,2750,30,,,"Site 2 or Area 2, T5",CMR,,,,,,0,3.8525,14.22,Vleminckx et al. 2014; Garcin et al. 2018
Poz-49341,1650,35,,,"Site 2 or Area 2, T5",CMR,,,,,,0,3.8525,14.22,Vleminckx et al. 2014; Garcin et al. 2018
Poz-49342,2200,30,,,"Site 2 or Area 2, T6",CMR,,,,,,0,3.467,14.3105,Vleminckx et al. 2014; Garcin et al. 2018
Poz-49343,2150,30,,,"Site 2 or Area 2, T6",CMR,,,,,,0,3.467,14.3105,Vleminckx et al. 2014; Garcin et al. 2018
Poz-49344,2250,35,,,"Site 2 or Area 2, T6",CMR,,,,,,0,3.467,14.3105,Vleminckx et al. 2014; Garcin et al. 2018
Poz-49345,2300,30,,,"Site 2 or Area 2, T6",CMR,,,,,,0,3.467,14.3105,Vleminckx et al. 2014; Garcin et al. 2018
Poz-49398,2200,35,,,Area 1,CMR,,,,,,0,3.375,14.025,Vleminckx et al. 2014; Garcin et al. 2018
Poz-57246,2085,30,0,,Baombi II,COD,BAO/13/I,Pit,,Early Phase (cf. Bomane Yangwa),,1,0.656695,25.160636,Livingstone-Smith et al. 2017: 4 Tab. 1
Poz-57248,2155,30,0,,Baombi II,COD,BAO/13/I,Pit,,Early Phase (cf. Bomane Yangwa),,1,0.656695,25.160636,Livingstone-Smith et al. 2017: 4 Tab. 1
Poz-57843,1860,30,,,GPS051,CMR,,,,,,,2.4956,12.0319,de Saulieu et al. 2015; Garcin et al. 2018
Poz-57845,1620,30,,,Meveme,CMR,,,,,,,2.4055,13.1146, Saulieu et al. 2015; Garcin et al. 2018
